seasonType,eventId,commentaryOrder,playId,clockDisplayValue,commentaryText,updateDateTime
13145,727707,8,45344127,56',Sondre Sörli (Bodo/Glimt) Substitution at 56',2025-06-03 04:52:15
13145,727707,9,45344132,57',Isak Dybvik Määttä (Bodo/Glimt) Substitution at 57',2025-06-03 04:52:15
13145,727707,10,45344144,64',Sander Innvær (Haugesund) Substitution at 64',2025-06-03 04:52:15
13145,727707,11,45344147,64',Amidou Traore (Haugesund) Substitution at 64',2025-06-03 04:52:15
13145,727707,12,45344151,67',Ole Didrik Blomberg (Bodo/Glimt) Goal at 67',2025-06-03 04:52:15
13145,727707,13,45344179,77',Martin Samuelsen (Haugesund) Substitution at 77',2025-06-03 04:52:15
13145,727707,14,45344182,78',Ismael Camara (Haugesund) Substitution at 78',2025-06-03 04:52:15
13145,727707,15,45344183,78',Andreas Helmersen (Bodo/Glimt) Substitution at 78',2025-06-03 04:52:15
13145,727707,16,45344201,86',Andreas Helmersen (Bodo/Glimt) Goal at 86',2025-06-03 04:52:15
13145,727708,0,45343933,4',Bard Finne (SK Brann) Goal at 4',2025-06-02 04:55:28
13145,727708,1,45343962,14',Aune Heggebo (SK Brann) Goal at 14',2025-06-02 04:55:28
13145,727708,2,45343977,22',Aune Heggebo (SK Brann) Penalty - Scored at 22',2025-06-02 04:55:28
13145,727708,3,45344008,30',Ruben Alte (Kristiansund BK) Goal at 30',2025-06-02 04:55:28
13145,727708,4,45344035,40',Mustapha Ubandoma (Kristiansund BK) Goal at 40',2025-06-02 04:55:28
13145,727708,5,45344044,41',Bard Finne (SK Brann) Goal at 41',2025-06-02 04:55:28
13145,727708,6,45344112,45',Niklas Odegard (Kristiansund BK) Substitution at 45',2025-06-02 04:55:28
13145,727708,7,45344115,52',Ruben Alte (Kristiansund BK) Yellow Card at 52',2025-06-02 04:55:28
13145,727708,8,45344130,58',Ulrick Mathisen (SK Brann) Substitution at 58',2025-06-02 04:55:28
13145,727708,9,45344131,59',Mads Kristian Hansen (SK Brann) Substitution at 59',2025-06-02 04:55:28
13145,727708,10,45344161,73',Franklin Nyenetue (Kristiansund BK) Substitution at 73',2025-06-02 04:55:28
13145,727708,11,45344165,75',Lars Remmem (SK Brann) Substitution at 75',2025-06-02 04:55:28
13145,727708,12,45344168,75',Denzel De Roeve (SK Brann) Substitution at 75',2025-06-02 04:55:28
13145,727708,13,45344187,81',Lars Remmem (SK Brann) Yellow Card at 81',2025-06-02 04:55:28
13145,727708,14,45344195,88',Emil Kornvig (SK Brann) Yellow Card at 88',2025-06-02 04:55:28
